"","moduleColors","Gene"
"20941","magenta","gene.Ha412HOChr16g0778271"
"20942","lightcoral","gene.Ha412HOChr16g0778301"
"20943","blue","gene.Ha412HOChr16g0778311"
"20944","ivory","gene.Ha412HOChr16g0778321"
"20945","lightgreen","gene.Ha412HOChr16g0778391"
"20946","salmon","gene.Ha412HOChr16g0778401"
"20947","ivory","gene.Ha412HOChr16g0778421"
"20948","magenta","gene.Ha412HOChr16g0778431"
"20949","darkgrey","gene.Ha412HOChr16g0778561"
"20950","grey60","gene.Ha412HOChr16g0778571"
"20951","ivory","gene.Ha412HOChr16g0778621"
"20952","palevioletred2","gene.Ha412HOChr16g0778631"
"20953","darkgreen","gene.Ha412HOChr16g0778681"
"20954","yellow","gene.Ha412HOChr16g0778691"
"20955","greenyellow","gene.Ha412HOChr16g0778711"
"20956","blue","gene.Ha412HOChr16g0778731"
"20957","blue","gene.Ha412HOChr16g0778741"
"20958","thistle3","gene.Ha412HOChr16g0778751"
"20959","blue","gene.Ha412HOChr16g0778781"
"20960","blue","gene.Ha412HOChr16g0778791"
"20961","mediumorchid","gene.Ha412HOChr16g0778841"
"20962","midnightblue","gene.Ha412HOChr16g0778851"
"20963","magenta","gene.Ha412HOChr16g0778881"
"20964","blue","gene.Ha412HOChr16g0778891"
"20965","orangered4","gene.Ha412HOChr16g0778921"
"20966","ivory","gene.Ha412HOChr16g0778941"
"20967","ivory","gene.Ha412HOChr16g0778981"
"20968","magenta","gene.Ha412HOChr16g0779091"
"20969","orangered4","gene.Ha412HOChr16g0779101"
"20970","orangered1","gene.Ha412HOChr16g0779121"
"20971","black","gene.Ha412HOChr16g0779231"
"20972","darkorange","gene.Ha412HOChr16g0779251"
"20973","blue","gene.Ha412HOChr16g0779291"
"20974","orangered4","gene.Ha412HOChr16g0779301"
"20975","blue","gene.Ha412HOChr16g0779311"
"20976","turquoise","gene.Ha412HOChr16g0779321"
"20977","darkorange","gene.Ha412HOChr16g0779371"
"20978","ivory","gene.Ha412HOChr16g0779411"
"20979","darkturquoise","gene.Ha412HOChr16g0779441"
"20980","ivory","gene.Ha412HOChr16g0779471"
"20981","darkturquoise","gene.Ha412HOChr16g0779481"
"20982","yellow","gene.Ha412HOChr16g0779491"
"20983","plum3","gene.Ha412HOChr16g0779501"
"20984","blue","gene.Ha412HOChr16g0779531"
"20985","antiquewhite2","gene.Ha412HOChr16g0779581"
"20986","blue","gene.Ha412HOChr16g0779601"
"20987","salmon","gene.Ha412HOChr16g0779621"
"20988","palevioletred3","gene.Ha412HOChr16g0779661"
"20989","maroon","gene.Ha412HOChr16g0779751"
"20990","darkmagenta","gene.Ha412HOChr16g0779781"
"20991","black","gene.Ha412HOChr16g0779811"
"20992","darkorange","gene.Ha412HOChr16g0779841"
"20993","blue","gene.Ha412HOChr16g0779861"
"20994","orangered3","gene.Ha412HOChr16g0779891"
"20995","yellow","gene.Ha412HOChr16g0779911"
"20996","turquoise","gene.Ha412HOChr16g0779981"
"20997","ivory","gene.Ha412HOChr16g0780011"
"20998","firebrick4","gene.Ha412HOChr16g0780071"
"20999","ivory","gene.Ha412HOChr16g0780081"
"21000","bisque4","gene.Ha412HOChr16g0780111"
"21001","darkturquoise","gene.Ha412HOChr16g0780131"
"21002","navajowhite1","gene.Ha412HOChr16g0780161"
"21003","black","gene.Ha412HOChr16g0780171"
"21004","blue","gene.Ha412HOChr16g0780221"
"21005","magenta","gene.Ha412HOChr16g0780231"
"21006","palevioletred3","gene.Ha412HOChr16g0780291"
"21007","lightcoral","gene.Ha412HOChr16g0780301"
"21008","salmon4","gene.Ha412HOChr16g0780311"
"21009","blue","gene.Ha412HOChr16g0780321"
"21010","turquoise","gene.Ha412HOChr16g0780361"
"21011","ivory","gene.Ha412HOChr16g0780391"
"21012","darkorange","gene.Ha412HOChr16g0780411"
"21013","black","gene.Ha412HOChr16g0780421"
"21014","darkturquoise","gene.Ha412HOChr16g0780461"
"21015","darkturquoise","gene.Ha412HOChr16g0780611"
"21016","orangered4","gene.Ha412HOChr16g0780621"
"21017","yellow","gene.Ha412HOChr16g0780631"
"21018","turquoise","gene.Ha412HOChr16g0780791"
"21019","grey60","gene.Ha412HOChr16g0780861"
"21020","turquoise","gene.Ha412HOChr16g0780931"
"21021","indianred4","gene.Ha412HOChr16g0780941"
"21022","darkorange","gene.Ha412HOChr16g0780991"
"21023","paleturquoise","gene.Ha412HOChr16g0781031"
"21024","magenta4","gene.Ha412HOChr16g0781051"
"21025","blue","gene.Ha412HOChr16g0781081"
"21026","mediumpurple3","gene.Ha412HOChr16g0781101"
"21027","blue","gene.Ha412HOChr16g0781121"
"21028","palevioletred2","gene.Ha412HOChr16g0781141"
"21029","turquoise","gene.Ha412HOChr16g0781161"
"21030","darkturquoise","gene.Ha412HOChr16g0781231"
"21031","salmon","gene.Ha412HOChr16g0781241"
"21032","darkorange","gene.Ha412HOChr16g0781261"
"21033","salmon4","gene.Ha412HOChr16g0781321"
"21034","blue","gene.Ha412HOChr16g0781331"
"21035","honeydew1","gene.Ha412HOChr16g0781371"
"21036","antiquewhite2","gene.Ha412HOChr16g0781391"
"21037","blue","gene.Ha412HOChr16g0781431"
"21038","darkturquoise","gene.Ha412HOChr16g0781441"
"21039","blue","gene.Ha412HOChr16g0781501"
"21040","turquoise","gene.Ha412HOChr16g0781571"
"21041","navajowhite1","gene.Ha412HOChr16g0781581"
"21042","greenyellow","gene.Ha412HOChr16g0781611"
"21043","black","gene.Ha412HOChr16g0781681"
"21044","ivory","gene.Ha412HOChr16g0781701"
"21045","magenta","gene.Ha412HOChr16g0781721"
"21046","bisque4","gene.Ha412HOChr16g0781731"
"21047","blue","gene.Ha412HOChr16g0781751"
"21048","black","gene.Ha412HOChr16g0781781"
"21049","orangered4","gene.Ha412HOChr16g0781861"
"21050","lightcyan","gene.Ha412HOChr16g0781901"
"21051","palevioletred2","gene.Ha412HOChr16g0781921"
"21052","yellow","gene.Ha412HOChr16g0781931"
"21053","darkturquoise","gene.Ha412HOChr16g0781961"
"21054","blue","gene.Ha412HOChr16g0781991"
"21055","darkorange","gene.Ha412HOChr16g0782001"
"21056","grey60","gene.Ha412HOChr16g0782061"
"21057","darkturquoise","gene.Ha412HOChr16g0782081"
"21058","turquoise","gene.Ha412HOChr16g0782091"
"21059","orangered4","gene.Ha412HOChr16g0782101"
"21060","darkorange","gene.Ha412HOChr16g0782151"
"21061","ivory","gene.Ha412HOChr16g0782171"
"21062","bisque4","gene.Ha412HOChr16g0782191"
"21063","darkorange","gene.Ha412HOChr16g0782201"
"21064","blue","gene.Ha412HOChr16g0782291"
"21065","black","gene.Ha412HOChr16g0782331"
"21066","darkturquoise","gene.Ha412HOChr16g0782371"
"21067","palevioletred3","gene.Ha412HOChr16g0782391"
"21068","yellow","gene.Ha412HOChr16g0782421"
"21069","blue","gene.Ha412HOChr16g0782431"
"21070","yellow","gene.Ha412HOChr16g0782461"
"21071","yellow","gene.Ha412HOChr16g0782471"
"21072","turquoise","gene.Ha412HOChr16g0782481"
"21073","turquoise","gene.Ha412HOChr16g0782491"
"21074","blue","gene.Ha412HOChr16g0782501"
"21075","orangered4","gene.Ha412HOChr16g0782511"
"21076","magenta","gene.Ha412HOChr16g0782541"
"21077","blue","gene.Ha412HOChr16g0782611"
"21078","greenyellow","gene.Ha412HOChr16g0782621"
"21079","yellow","gene.Ha412HOChr16g0782631"
"21080","darkturquoise","gene.Ha412HOChr16g0782661"
"21081","yellow","gene.Ha412HOChr16g0782731"
"21082","blue","gene.Ha412HOChr16g0782741"
"21083","darkmagenta","gene.Ha412HOChr16g0782771"
"21084","cyan","gene.Ha412HOChr16g0782781"
"21085","antiquewhite2","gene.Ha412HOChr16g0782801"
"21086","grey60","gene.Ha412HOChr16g0783031"
"21087","tan","gene.Ha412HOChr16g0783041"
"21088","turquoise","gene.Ha412HOChr16g0783101"
"21089","blue","gene.Ha412HOChr16g0783111"
"21090","ivory","gene.Ha412HOChr16g0783121"
"21091","orangered4","gene.Ha412HOChr16g0783241"
"21092","turquoise","gene.Ha412HOChr16g0783291"
"21093","turquoise","gene.Ha412HOChr16g0783321"
"21094","ivory","gene.Ha412HOChr16g0783391"
"21095","blue","gene.Ha412HOChr16g0783401"
"21096","navajowhite1","gene.Ha412HOChr16g0783461"
"21097","navajowhite1","gene.Ha412HOChr16g0783481"
"21098","yellow","gene.Ha412HOChr16g0783491"
"21099","cyan","gene.Ha412HOChr16g0783501"
"21100","paleturquoise","gene.Ha412HOChr16g0783541"
"21101","black","gene.Ha412HOChr16g0783591"
"21102","yellow","gene.Ha412HOChr16g0783631"
"21103","orangered4","gene.Ha412HOChr16g0783641"
"21104","turquoise","gene.Ha412HOChr16g0783691"
"21105","violet","gene.Ha412HOChr16g0783731"
"21106","blue","gene.Ha412HOChr16g0783751"
"21107","yellow","gene.Ha412HOChr16g0783761"
"21108","magenta","gene.Ha412HOChr16g0783781"
"21109","antiquewhite2","gene.Ha412HOChr16g0783811"
"21110","darkgreen","gene.Ha412HOChr16g0783821"
"21111","darkturquoise","gene.Ha412HOChr16g0783861"
"21112","darkturquoise","gene.Ha412HOChr16g0783991"
"21113","blue","gene.Ha412HOChr16g0784011"
"21114","black","gene.Ha412HOChr16g0784101"
"21115","magenta","gene.Ha412HOChr16g0784161"
"21116","turquoise","gene.Ha412HOChr16g0784181"
"21117","black","gene.Ha412HOChr16g0784211"
"21118","turquoise","gene.Ha412HOChr16g0784221"
"21119","navajowhite1","gene.Ha412HOChr16g0784321"
"21120","turquoise","gene.Ha412HOChr16g0784391"
"21121","ivory","gene.Ha412HOChr16g0784571"
"21122","blue","gene.Ha412HOChr16g0784651"
"21123","greenyellow","gene.Ha412HOChr16g0784701"
"21124","magenta","gene.Ha412HOChr16g0784751"
"21125","blue","gene.Ha412HOChr16g0784761"
"21126","blue","gene.Ha412HOChr16g0784781"
"21127","magenta","gene.Ha412HOChr16g0784791"
"21128","turquoise","gene.Ha412HOChr16g0784801"
"21129","yellow","gene.Ha412HOChr16g0784831"
"21130","blue","gene.Ha412HOChr16g0784841"
"21131","blue","gene.Ha412HOChr16g0784851"
"21132","orangered4","gene.Ha412HOChr16g0784871"
"21133","greenyellow","gene.Ha412HOChr16g0784891"
"21134","turquoise","gene.Ha412HOChr16g0784931"
"21135","navajowhite1","gene.Ha412HOChr16g0784941"
"21136","darkgrey","gene.Ha412HOChr16g0785071"
"21137","lavenderblush3","gene.Ha412HOChr16g0785081"
"21138","cyan","gene.Ha412HOChr16g0785091"
"21139","cyan","gene.Ha412HOChr16g0785121"
"21140","darkturquoise","gene.Ha412HOChr16g0785131"
"21141","ivory","gene.Ha412HOChr16g0785171"
"21142","turquoise","gene.Ha412HOChr16g0785181"
"21143","navajowhite1","gene.Ha412HOChr16g0785191"
"21144","darkturquoise","gene.Ha412HOChr16g0785241"
"21145","yellow","gene.Ha412HOChr16g0785281"
"21146","blue","gene.Ha412HOChr16g0785371"
"21147","salmon","gene.Ha412HOChr16g0785381"
"21148","magenta","gene.Ha412HOChr16g0785401"
"21149","blue","gene.Ha412HOChr16g0785421"
"21150","darkturquoise","gene.Ha412HOChr16g0785521"
"21151","ivory","gene.Ha412HOChr16g0785531"
"21152","yellow","gene.Ha412HOChr16g0785541"
"21153","cyan","gene.Ha412HOChr16g0785561"
"21154","yellowgreen","gene.Ha412HOChr16g0785581"
"21155","cyan","gene.Ha412HOChr16g0785591"
"21156","darkturquoise","gene.Ha412HOChr16g0785611"
"21157","blue","gene.Ha412HOChr16g0785621"
"21158","darkturquoise","gene.Ha412HOChr16g0785631"
"21159","darkturquoise","gene.Ha412HOChr16g0785661"
"21160","blue","gene.Ha412HOChr16g0785921"
"21161","turquoise","gene.Ha412HOChr16g0785951"
"21162","magenta","gene.Ha412HOChr16g0785961"
"21163","darkseagreen3","gene.Ha412HOChr16g0786261"
"21164","orangered4","gene.Ha412HOChr16g0786391"
"21165","turquoise","gene.Ha412HOChr16g0786401"
"21166","blue","gene.Ha412HOChr16g0786531"
"21167","grey60","gene.Ha412HOChr16g0786551"
"21168","orangered4","gene.Ha412HOChr16g0786641"
"21169","ivory","gene.Ha412HOChr16g0786651"
"21170","magenta","gene.Ha412HOChr16g0786661"
"21171","black","gene.Ha412HOChr16g0786711"
"21172","blue","gene.Ha412HOChr16g0786731"
"21173","blue","gene.Ha412HOChr16g0786921"
"21174","cyan","gene.Ha412HOChr16g0787001"
"21175","magenta","gene.Ha412HOChr16g0787041"
"21176","salmon","gene.Ha412HOChr16g0787091"
"21177","darkturquoise","gene.Ha412HOChr16g0787101"
"21178","magenta","gene.Ha412HOChr16g0787131"
"21179","darkgreen","gene.Ha412HOChr16g0787151"
"21180","ivory","gene.Ha412HOChr16g0787571"
"21181","yellow","gene.Ha412HOChr16g0787581"
"21182","turquoise","gene.Ha412HOChr16g0787641"
"21183","darkgreen","gene.Ha412HOChr16g0787791"
"21184","blue","gene.Ha412HOChr16g0787911"
"21185","coral2","gene.Ha412HOChr16g0787981"
"21186","blue","gene.Ha412HOChr16g0788021"
"21187","orangered4","gene.Ha412HOChr16g0788041"
"21188","salmon","gene.Ha412HOChr16g0788091"
"21189","blue","gene.Ha412HOChr16g0788101"
"21190","ivory","gene.Ha412HOChr16g0788131"
"21191","darkslateblue","gene.Ha412HOChr16g0788141"
"21192","turquoise","gene.Ha412HOChr16g0788151"
"21193","yellow","gene.Ha412HOChr16g0788181"
"21194","turquoise","gene.Ha412HOChr16g0788191"
"21195","darkgreen","gene.Ha412HOChr16g0788211"
"21196","black","gene.Ha412HOChr16g0788261"
"21197","orangered4","gene.Ha412HOChr16g0788281"
"21198","darkgreen","gene.Ha412HOChr16g0788301"
"21199","darkturquoise","gene.Ha412HOChr16g0788351"
"21200","blue","gene.Ha412HOChr16g0788361"
"21201","orangered4","gene.Ha412HOChr16g0788411"
"21202","blue","gene.Ha412HOChr16g0788431"
"21203","sienna4","gene.Ha412HOChr16g0788441"
"21204","palevioletred3","gene.Ha412HOChr16g0788461"
"21205","darkgreen","gene.Ha412HOChr16g0788591"
"21206","lightcyan","gene.Ha412HOChr16g0788731"
"21207","darkturquoise","gene.Ha412HOChr16g0788741"
"21208","magenta","gene.Ha412HOChr16g0788771"
"21209","skyblue3","gene.Ha412HOChr16g0788851"
"21210","indianred4","gene.Ha412HOChr16g0788941"
"21211","indianred4","gene.Ha412HOChr16g0788961"
"21212","indianred4","gene.Ha412HOChr16g0788971"
"21213","blue","gene.Ha412HOChr16g0788991"
"21214","orangered4","gene.Ha412HOChr16g0789121"
"21215","turquoise","gene.Ha412HOChr16g0789161"
"21216","antiquewhite2","gene.Ha412HOChr16g0789271"
"21217","ivory","gene.Ha412HOChr16g0789301"
"21218","darkgreen","gene.Ha412HOChr16g0789351"
"21219","salmon","gene.Ha412HOChr16g0789421"
"21220","magenta","gene.Ha412HOChr16g0789441"
"21221","turquoise","gene.Ha412HOChr16g0789461"
"21222","turquoise","gene.Ha412HOChr16g0789471"
"21223","lightcyan","gene.Ha412HOChr16g0789551"
"21224","darkturquoise","gene.Ha412HOChr16g0789631"
"21225","darkturquoise","gene.Ha412HOChr16g0789661"
"21226","turquoise","gene.Ha412HOChr16g0789691"
"21227","navajowhite1","gene.Ha412HOChr16g0789791"
"21228","darkturquoise","gene.Ha412HOChr16g0789871"
"21229","darkturquoise","gene.Ha412HOChr16g0789881"
"21230","honeydew1","gene.Ha412HOChr16g0789911"
"21231","salmon4","gene.Ha412HOChr16g0789961"
"21232","orangered4","gene.Ha412HOChr16g0789991"
"21233","orangered4","gene.Ha412HOChr16g0790051"
"21234","turquoise","gene.Ha412HOChr16g0790061"
"21235","magenta","gene.Ha412HOChr16g0790081"
"21236","thistle3","gene.Ha412HOChr16g0790151"
"21237","indianred4","gene.Ha412HOChr16g0790181"
"21238","blue","gene.Ha412HOChr16g0790191"
"21239","ivory","gene.Ha412HOChr16g0790221"
"21240","blue","gene.Ha412HOChr16g0790261"
"21241","skyblue1","gene.Ha412HOChr16g0790331"
"21242","turquoise","gene.Ha412HOChr16g0790571"
"21243","skyblue1","gene.Ha412HOChr16g0790621"
"21244","midnightblue","gene.Ha412HOChr16g0790631"
"21245","skyblue1","gene.Ha412HOChr16g0790811"
"21246","skyblue1","gene.Ha412HOChr16g0790821"
"21247","darkturquoise","gene.Ha412HOChr16g0790881"
"21248","cyan","gene.Ha412HOChr16g0790901"
"21249","darkolivegreen4","gene.Ha412HOChr16g0790921"
"21250","blue","gene.Ha412HOChr16g0790931"
"21251","blue","gene.Ha412HOChr16g0790941"
"21252","darkturquoise","gene.Ha412HOChr16g0790951"
"21253","turquoise","gene.Ha412HOChr16g0791051"
"21254","ivory","gene.Ha412HOChr16g0791131"
"21255","yellow","gene.Ha412HOChr16g0791161"
"21256","blue","gene.Ha412HOChr16g0791181"
"21257","darkolivegreen","gene.Ha412HOChr16g0791211"
"21258","navajowhite1","gene.Ha412HOChr16g0791221"
"21259","turquoise","gene.Ha412HOChr16g0791241"
"21260","lightcoral","gene.Ha412HOChr16g0791251"
"21261","blue2","gene.Ha412HOChr16g0791321"
"21262","darkslateblue","gene.Ha412HOChr16g0791331"
"21263","ivory","gene.Ha412HOChr16g0791371"
"21264","turquoise","gene.Ha412HOChr16g0791391"
"21265","turquoise","gene.Ha412HOChr16g0791411"
"21266","blue","gene.Ha412HOChr16g0791431"
"21267","turquoise","gene.Ha412HOChr16g0791501"
"21268","blue","gene.Ha412HOChr16g0791511"
"21269","blue","gene.Ha412HOChr16g0791571"
"21270","blue","gene.Ha412HOChr16g0791591"
"21271","blue","gene.Ha412HOChr16g0791601"
"21272","grey60","gene.Ha412HOChr16g0791631"
"21273","grey60","gene.Ha412HOChr16g0791641"
"21274","turquoise","gene.Ha412HOChr16g0791681"
"21275","turquoise","gene.Ha412HOChr16g0791691"
"21276","blue","gene.Ha412HOChr16g0791721"
"21277","yellow","gene.Ha412HOChr16g0791731"
"21278","magenta","gene.Ha412HOChr16g0791741"
"21279","maroon","gene.Ha412HOChr16g0791751"
"21280","blue","gene.Ha412HOChr16g0791761"
"21281","yellow","gene.Ha412HOChr16g0791851"
"21282","blue","gene.Ha412HOChr16g0791861"
"21283","darkturquoise","gene.Ha412HOChr16g0791881"
"21284","blue","gene.Ha412HOChr16g0791941"
"21285","blue","gene.Ha412HOChr16g0791961"
"21286","darkgreen","gene.Ha412HOChr16g0791991"
"21287","darkturquoise","gene.Ha412HOChr16g0792001"
"21288","darkturquoise","gene.Ha412HOChr16g0792071"
"21289","navajowhite1","gene.Ha412HOChr16g0792081"
"21290","darkmagenta","gene.Ha412HOChr16g0792091"
"21291","orangered3","gene.Ha412HOChr16g0792121"
"21292","indianred4","gene.Ha412HOChr16g0792171"
"21293","indianred4","gene.Ha412HOChr16g0792181"
"21294","indianred4","gene.Ha412HOChr16g0792201"
"21295","firebrick4","gene.Ha412HOChr16g0792301"
"21296","black","gene.Ha412HOChr16g0792311"
"21297","darkmagenta","gene.Ha412HOChr16g0792321"
"21298","ivory","gene.Ha412HOChr16g0792401"
"21299","turquoise","gene.Ha412HOChr16g0792431"
"21300","ivory","gene.Ha412HOChr16g0792451"
"21301","turquoise","gene.Ha412HOChr16g0792511"
"21302","magenta","gene.Ha412HOChr16g0792541"
"21303","blue","gene.Ha412HOChr16g0792571"
"21304","blue","gene.Ha412HOChr16g0792601"
"21305","darkturquoise","gene.Ha412HOChr16g0792611"
"21306","darkgreen","gene.Ha412HOChr16g0792701"
"21307","lightcyan","gene.Ha412HOChr16g0792711"
"21308","blue","gene.Ha412HOChr16g0792731"
"21309","blue","gene.Ha412HOChr16g0792741"
"21310","blue","gene.Ha412HOChr16g0792771"
"21311","blue","gene.Ha412HOChr16g0792781"
"21312","turquoise","gene.Ha412HOChr16g0792811"
"21313","blue","gene.Ha412HOChr16g0792831"
"21314","blue","gene.Ha412HOChr16g0792851"
"21315","darkslateblue","gene.Ha412HOChr16g0792891"
"21316","yellow","gene.Ha412HOChr16g0792931"
"21317","bisque4","gene.Ha412HOChr16g0792941"
"21318","indianred4","gene.Ha412HOChr16g0792971"
"21319","blue","gene.Ha412HOChr16g0793081"
"21320","blue","gene.Ha412HOChr16g0793131"
"21321","blue","gene.Ha412HOChr16g0793181"
"21322","greenyellow","gene.Ha412HOChr16g0793201"
"21323","skyblue4","gene.Ha412HOChr16g0793311"
"21324","blue","gene.Ha412HOChr16g0793371"
"21325","ivory","gene.Ha412HOChr16g0793391"
"21326","darkseagreen3","gene.Ha412HOChr16g0793491"
"21327","plum3","gene.Ha412HOChr16g0793531"
"21328","yellow","gene.Ha412HOChr16g0793551"
"21329","turquoise","gene.Ha412HOChr16g0793561"
"21330","black","gene.Ha412HOChr16g0793571"
"21331","orangered4","gene.Ha412HOChr16g0793601"
"21332","darkseagreen3","gene.Ha412HOChr16g0793611"
"21333","blue","gene.Ha412HOChr16g0793621"
"21334","yellow","gene.Ha412HOChr16g0793631"
"21335","black","gene.Ha412HOChr16g0793641"
"21336","yellow","gene.Ha412HOChr16g0793771"
"21337","orange","gene.Ha412HOChr16g0793871"
"21338","blue","gene.Ha412HOChr16g0793881"
"21339","skyblue4","gene.Ha412HOChr16g0793891"
"21340","blue","gene.Ha412HOChr16g0794001"
"21341","blue","gene.Ha412HOChr16g0794041"
"21342","ivory","gene.Ha412HOChr16g0794051"
"21343","black","gene.Ha412HOChr16g0794061"
"21344","magenta","gene.Ha412HOChr16g0794071"
"21345","black","gene.Ha412HOChr16g0794111"
"21346","turquoise","gene.Ha412HOChr16g0794121"
"21347","darkgreen","gene.Ha412HOChr16g0794141"
"21348","darkgreen","gene.Ha412HOChr16g0794161"
"21349","salmon","gene.Ha412HOChr16g0794171"
"21350","orangered4","gene.Ha412HOChr16g0794191"
"21351","black","gene.Ha412HOChr16g0794211"
"21352","ivory","gene.Ha412HOChr16g0794241"
"21353","salmon","gene.Ha412HOChr16g0794351"
"21354","darkgreen","gene.Ha412HOChr16g0794361"
"21355","bisque4","gene.Ha412HOChr16g0794391"
"21356","yellow","gene.Ha412HOChr16g0794431"
"21357","magenta","gene.Ha412HOChr16g0794451"
"21358","indianred4","gene.Ha412HOChr16g0794471"
"21359","navajowhite1","gene.Ha412HOChr16g0794501"
"21360","lavenderblush2","gene.Ha412HOChr16g0794531"
"21361","darkolivegreen4","gene.Ha412HOChr16g0794551"
"21362","lightgreen","gene.Ha412HOChr16g0794561"
"21363","magenta","gene.Ha412HOChr16g0794601"
"21364","turquoise","gene.Ha412HOChr16g0794611"
"21365","salmon","gene.Ha412HOChr16g0794631"
"21366","yellow","gene.Ha412HOChr16g0794661"
"21367","yellow","gene.Ha412HOChr16g0794721"
"21368","blue","gene.Ha412HOChr16g0794741"
"21369","blue","gene.Ha412HOChr16g0794761"
"21370","lightcoral","gene.Ha412HOChr16g0794781"
"21371","turquoise","gene.Ha412HOChr16g0794861"
"21372","turquoise","gene.Ha412HOChr16g0794871"
"21373","blue","gene.Ha412HOChr16g0794901"
"21374","cyan","gene.Ha412HOChr16g0794991"
"21375","ivory","gene.Ha412HOChr16g0795031"
"21376","darkgrey","gene.Ha412HOChr16g0795081"
"21377","blue","gene.Ha412HOChr16g0795101"
"21378","blue","gene.Ha412HOChr16g0795121"
"21379","skyblue2","gene.Ha412HOChr16g0795171"
"21380","turquoise","gene.Ha412HOChr16g0795271"
"21381","blue","gene.Ha412HOChr16g0795291"
"21382","indianred4","gene.Ha412HOChr16g0795301"
"21383","blue","gene.Ha412HOChr16g0795321"
"21384","magenta","gene.Ha412HOChr16g0795351"
"21385","mediumpurple3","gene.Ha412HOChr16g0795391"
"21386","magenta","gene.Ha412HOChr16g0795441"
"21387","darkturquoise","gene.Ha412HOChr16g0795481"
"21388","blue","gene.Ha412HOChr16g0795491"
"21389","turquoise","gene.Ha412HOChr16g0795521"
"21390","blue","gene.Ha412HOChr16g0795531"
"21391","palevioletred2","gene.Ha412HOChr16g0795571"
"21392","lightcyan","gene.Ha412HOChr16g0795581"
"21393","yellow","gene.Ha412HOChr16g0795751"
"21394","turquoise","gene.Ha412HOChr16g0795801"
"21395","salmon","gene.Ha412HOChr16g0795811"
"21396","black","gene.Ha412HOChr16g0795821"
"21397","blue","gene.Ha412HOChr16g0795841"
"21398","blue","gene.Ha412HOChr16g0795851"
"21399","orangered4","gene.Ha412HOChr16g0795881"
"21400","blue","gene.Ha412HOChr16g0795891"
"21401","turquoise","gene.Ha412HOChr16g0795921"
"21402","turquoise","gene.Ha412HOChr16g0795931"
"21403","thistle3","gene.Ha412HOChr16g0795941"
"21404","tan","gene.Ha412HOChr16g0795951"
"21405","yellow","gene.Ha412HOChr16g0795981"
"21406","mediumpurple3","gene.Ha412HOChr16g0796011"
"21407","darkturquoise","gene.Ha412HOChr16g0796071"
"21408","ivory","gene.Ha412HOChr16g0796081"
"21409","blue","gene.Ha412HOChr16g0796111"
"21410","black","gene.Ha412HOChr16g0796151"
"21411","bisque4","gene.Ha412HOChr16g0796371"
"21412","tan","gene.Ha412HOChr16g0796461"
"21413","tan","gene.Ha412HOChr16g0796591"
"21414","magenta","gene.Ha412HOChr16g0796611"
"21415","turquoise","gene.Ha412HOChr16g0796621"
"21416","blue","gene.Ha412HOChr16g0796731"
"21417","turquoise","gene.Ha412HOChr16g0796771"
"21418","salmon","gene.Ha412HOChr16g0796851"
"21419","darkturquoise","gene.Ha412HOChr16g0796871"
"21420","turquoise","gene.Ha412HOChr16g0796891"
"21421","tan","gene.Ha412HOChr16g0796921"
"21422","blue","gene.Ha412HOChr16g0796931"
"21423","black","gene.Ha412HOChr16g0796961"
"21424","darkgrey","gene.Ha412HOChr16g0796981"
"21425","firebrick4","gene.Ha412HOChr16g0797121"
"21426","orangered4","gene.Ha412HOChr16g0797211"
"21427","midnightblue","gene.Ha412HOChr16g0797251"
"21428","coral1","gene.Ha412HOChr16g0797291"
"21429","orangered4","gene.Ha412HOChr16g0797351"
"21430","turquoise","gene.Ha412HOChr16g0797401"
"21431","turquoise","gene.Ha412HOChr16g0797451"
"21432","darkturquoise","gene.Ha412HOChr16g0797461"
"21433","black","gene.Ha412HOChr16g0797521"
"21434","violet","gene.Ha412HOChr16g0797731"
"21435","mediumpurple3","gene.Ha412HOChr16g0797751"
"21436","yellow","gene.Ha412HOChr16g0797771"
"21437","greenyellow","gene.Ha412HOChr16g0797791"
"21438","turquoise","gene.Ha412HOChr16g0797811"
"21439","mediumpurple3","gene.Ha412HOChr16g0797851"
"21440","darkturquoise","gene.Ha412HOChr16g0797911"
"21441","blue","gene.Ha412HOChr16g0797931"
"21442","black","gene.Ha412HOChr16g0797961"
"21443","mediumpurple3","gene.Ha412HOChr16g0797971"
"21444","mediumpurple3","gene.Ha412HOChr16g0797981"
"21445","black","gene.Ha412HOChr16g0798001"
"21446","black","gene.Ha412HOChr16g0798031"
"21447","darkmagenta","gene.Ha412HOChr16g0798041"
"21448","mediumpurple3","gene.Ha412HOChr16g0798061"
"21449","salmon","gene.Ha412HOChr16g0798151"
"21450","darkturquoise","gene.Ha412HOChr16g0798161"
"21451","blue","gene.Ha412HOChr16g0798181"
"21452","orangered4","gene.Ha412HOChr16g0798191"
"21453","turquoise","gene.Ha412HOChr16g0798271"
"21454","orangered4","gene.Ha412HOChr16g0798291"
"21455","blue","gene.Ha412HOChr16g0798301"
"21456","blue","gene.Ha412HOChr16g0798331"
"21457","blue","gene.Ha412HOChr16g0798391"
"21458","orange","gene.Ha412HOChr16g0798461"
"21459","skyblue4","gene.Ha412HOChr16g0798781"
"21460","mediumpurple3","gene.Ha412HOChr16g0798791"
"21461","black","gene.Ha412HOChr16g0798871"
"21462","ivory","gene.Ha412HOChr16g0798901"
"21463","darkturquoise","gene.Ha412HOChr16g0798961"
